Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ENSG00000290077","Novel Transcript, Sense Intronic To RP11-79P21.2and FOXP1","RNA Gene","","5","GC03M071501","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000290077"
"HSALNG0026758","","RNA Gene","","5","GC03P071461","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0026758"
"NONHSAG030244.2","","RNA Gene","","5","GC02P201258","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG030244.2"
"CM034969-059","","RNA Gene","","4","GC19M088302","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CM034969-059"
"NONHSAG025076.2","","RNA Gene","","4","GC19P110679","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG025076.2"
"hsa-miR-5095-269","","RNA Gene","","4","GC19P104110","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=hsa-miR-5095-269"
"lnc-IL36B-2","","RNA Gene","","4","GC02M113218","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL36B-2"
"lnc-IL36B-3","","RNA Gene","","4","GC02M113235","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL36B-3"
"piR-59907-030","","RNA Gene","","4","GC09M133272","1.11691439151764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-59907-030"
"ACTR6","Actin Related Protein 6","Protein Coding","Q9GZN1","38","GC12P100200","1.11564338207245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR6"
"MAD2L1BP","MAD2L1 Binding Protein","Protein Coding","Q15013","40","GC06P043629","1.11513805389404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1BP"
"FBXO17","F-Box Protein 17","Protein Coding","Q96EF6","36","GC19M038941","1.11491274833679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO17"
"FBF1","Fas Binding Factor 1","Protein Coding","Q8TES7","41","GC17M075909","1.11259818077087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBF1"
"NCS1","Neuronal Calcium Sensor 1","Protein Coding","P62166","50","GC09P130172","1.11169815063477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCS1"
"MIR548A2","MicroRNA 548a-2","RNA Gene","","14","GC06P135239","1.11144328117371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548A2"
"PRR34","PRR34 Long Non-Coding RNA","RNA Gene","Q9NV39","24","GC22M074958","1.11093389987946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR34"
"MIR4455","MicroRNA 4455","RNA Gene","","10","GC04M184991","1.11093389987946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4455"
"STK32B","Serine/Threonine Kinase 32B","Protein Coding","Q9NY57","41","GC04P005021","1.11063480377197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK32B"
"CCDC69","Coiled-Coil Domain Containing 69","Protein Coding","A6NI79","38","GC05M151181","1.10982441902161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC69"
"MIR3149","MicroRNA 3149","RNA Gene","","17","GC08M076966","1.10982441902161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3149"
"KLRC4-KLRK1","KLRC4-KLRK1 Readthrough","Protein Coding","","20","GC12M010372","1.10903930664063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC4-KLRK1"
"FGD4","FYVE, RhoGEF And PH Domain Containing 4","Protein Coding","Q96M96","52","GC12P036557","1.1089551448822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGD4"
"TUBA3D","Tubulin Alpha 3d","Protein Coding","P0DPH8","42","GC02P141640","1.1087646484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3D"
"SPG11","SPG11 Vesicle Trafficking Associated, Spatacsin","Protein Coding","Q96JI7","49","GC15M044725","1.10556209087372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG11"
"TENM2","Teneurin Transmembrane Protein 2","Protein Coding","Q9NT68","42","GC05P166979","1.10522079467773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM2"
"AAAS","Aladin WD Repeat Nucleoporin","Protein Coding","Q9NRG9","49","GC12M053307","1.10341811180115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAAS"
"CLMN","Calmin","Protein Coding","Q96JQ2","42","GC14M095181","1.10341811180115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLMN"
"ABRAXAS2","Abraxas 2, BRISC Complex Subunit","Protein Coding","Q15018","41","GC10P124987","1.10341811180115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABRAXAS2"
"CDCA4","Cell Division Cycle Associated 4","Protein Coding","Q9BXL8","40","GC14M105009","1.10341811180115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA4"
"HMGCLL1","3-Hydroxy-3-Methylglutaryl-CoA Lyase Like 1","Protein Coding","Q8TB92","45","GC06M055434","1.10263681411743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCLL1"
"TSPAN2","Tetraspanin 2","Protein Coding","O60636","45","GC01M115050","1.10256314277649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN2"
"STARD13-IT1","STARD13 Intronic Transcript 1","RNA Gene","","13","GC13M033158","1.10151362419128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD13-IT1"
"LOC100630923","LOC100289561-PRKRIP1 Readthrough","RNA Gene","","10","GC07P105203","1.10107719898224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100630923"
"MID2","Midline 2","Protein Coding","Q9UJV3","45","GC0XP107825","1.10100746154785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MID2"
"IFT122","Intraflagellar Transport 122","Protein Coding","Q9HBG6","48","GC03P138085","1.10091519355774","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT122"
"ZBTB43","Zinc Finger And BTB Domain Containing 43","Protein Coding","O43298","44","GC09P126810","1.10001730918884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB43"
"FEZ1","Fasciculation And Elongation Protein Zeta 1","Protein Coding","Q99689","45","GC11M125445","1.09861421585083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZ1"
"MCTS2","MCTS Family Member 2","Protein Coding","A0A3B3IRV3","23","GC20P040592","1.09743452072144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCTS2"
"CDC37L1","Cell Division Cycle 37 Like 1, HSP90 Cochaperone","Protein Coding","Q7L3B6","38","GC09P004671","1.09731364250183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37L1"
"SEMA7A","Semaphorin 7A (John Milton Hagen Blood Group)","Protein Coding","O75326","50","GC15M074409","1.09642505645752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA7A"
"MED21","Mediator Complex Subunit 21","Protein Coding","Q13503","42","GC12P027022","1.09642505645752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED21"
"LINC00452","Long Intergenic Non-Protein Coding RNA 452","RNA Gene","","18","GC13P113921","1.09631431102753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00452"
"ACADL","Acyl-CoA Dehydrogenase Long Chain","Protein Coding","P28330","49","GC02M210187","1.0956130027771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADL"
"MIR3180-5","MicroRNA 3180-5","RNA Gene","","16","GC16M002135","1.09331202507019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3180-5"
"SPG21","SPG21 Abhydrolase Domain Containing, Maspardin","Protein Coding","Q9NZD8","46","GC15M064963","1.0929092168808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG21"
"OLFM3","Olfactomedin 3","Protein Coding","Q96PB7","42","GC01M101802","1.09253144264221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLFM3"
"LINC01307","Long Intergenic Non-Protein Coding RNA 1307","RNA Gene","","17","GC01P101323","1.0924379825592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01307"
"DSP-AS1","DSP Antisense RNA 1","RNA Gene","","20","GC06M007542","1.09148633480072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP-AS1"
"MYH13","Myosin Heavy Chain 13","Protein Coding","Q9UKX3","44","GC17M010300","1.09088003635406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH13"
"POU6F1","POU Class 6 Homeobox 1","Protein Coding","Q14863","38","GC12M051186","1.08985531330109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU6F1"
"SUSD6","Sushi Domain Containing 6","Protein Coding","Q92537","36","GC14P069611","1.08978486061096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUSD6"
"STEEP1","STING1 ER Exit Protein 1","Protein Coding","Q9H5V9","41","GC0XM119540","1.08929622173309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEEP1"
"DNAJC16","DnaJ Heat Shock Protein Family (Hsp40) Member C16","Protein Coding","Q9Y2G8","38","GC01P015526","1.08929622173309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC16"
"PVRIG","PVR Related Immunoglobulin Domain Containing","Protein Coding","Q6DKI7","37","GC07P100218","1.08929622173309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVRIG"
"LINC02910","Long Intergenic Non-Protein Coding RNA 2910","RNA Gene","Q8N268","25","GC20P060056","1.08929622173309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02910"
"SIGLEC11","Sialic Acid Binding Ig Like Lectin 11","Protein Coding","Q96RL6","42","GC19M049948","1.08738279342651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC11"
"MIR3913-1","MicroRNA 3913-1","RNA Gene","","14","GC12M069584","1.08664119243622","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3913-1"
"FLYWCH1","FLYWCH-Type Zinc Finger 1","Protein Coding","Q4VC44","39","GC16P002911","1.08490407466888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLYWCH1"
"LPCAT3","Lysophosphatidylcholine Acyltransferase 3","Protein Coding","Q6P1A2","42","GC12M006976","1.08202338218689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPCAT3"
"TXNDC12","Thioredoxin Domain Containing 12","Protein Coding","O95881","42","GC01M052020","1.08202338218689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC12"
"PHACTR3","Phosphatase And Actin Regulator 3","Protein Coding","Q96KR7","41","GC20P059577","1.08148324489594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHACTR3"
"CHRNB2","Cholinergic Receptor Nicotinic Beta 2 Subunit","Protein Coding","P17787","54","GC01P160572","1.08095622062683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNB2"
"LINC02303","Long Intergenic Non-Protein Coding RNA 2303","RNA Gene","","13","GC14M045708","1.07902073860168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02303"
"CATSPER2","Cation Channel Sperm Associated 2","Protein Coding","Q96P56","48","GC15M043628","1.07854080200195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CATSPER2"
"TMSB4Y","Thymosin Beta 4 Y-Linked","Protein Coding","O14604","29","GC0YP013703","1.07852780818939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMSB4Y"
"POC1B","POC1 Centriolar Protein B","Protein Coding","Q8TC44","45","GC12M089419","1.07753968238831","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POC1B"
"ENSG00000254510","Novel Transcript","RNA Gene","","9","GC11P084636","1.07722222805023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254510"
"SLC6A8","Solute Carrier Family 6 Member 8","Protein Coding","P48029","55","GC0XP153688","1.07708752155304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A8"
"NEBL-AS1","NEBL Antisense RNA 1","RNA Gene","","14","GC10P021173","1.07687842845917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEBL-AS1"
"ZBTB18","Zinc Finger And BTB Domain Containing 18","Protein Coding","Q99592","49","GC01P244048","1.07673406600952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB18"
"ZNF358","Zinc Finger Protein 358","Protein Coding","Q9NW07","36","GC19P102147","1.07558393478394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF358"
"CCDC39","Coiled-Coil Domain Containing 39","Protein Coding","Q9UFE4","45","GC03M180602","1.0754462480545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC39"
"DLGAP1","DLG Associated Protein 1","Protein Coding","O14490","50","GC18M003496","1.07525634765625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP1"
"MFSD13A","Major Facilitator Superfamily Domain Containing 13A","Protein Coding","Q14CX5","31","GC10P107026","1.07465958595276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD13A"
"SNX10","Sorting Nexin 10","Protein Coding","Q9Y5X0","47","GC07P026291","1.07459735870361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX10"
"TLE4","TLE Family Member 4, Transcriptional Corepressor","Protein Coding","Q04727","45","GC09P079571","1.07459735870361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE4"
"MIR378D2","MicroRNA 378d-2","RNA Gene","","15","GC08M093916","1.07423114776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR378D2"
"RNR3","RNA, Ribosomal 45S Cluster 3","RNA Gene","","12","GC15U990044","1.07321310043335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNR3"
"RHBDD3","Rhomboid Domain Containing 3","Protein Coding","Q9Y3P4","40","GC22M029259","1.0710985660553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHBDD3"
"MIR1972-2","MicroRNA 1972-2","RNA Gene","","13","GC16P070030","1.07079911231995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1972-2"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","Q9NZD4","45","GC16P031527","1.07039308547974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"IMPACT","Impact RWD Domain Protein","Protein Coding","Q9P2X3","42","GC18P024426","1.070068359375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPACT"
"PCDH15","Protocadherin Related 15","Protein Coding","Q96QU1","51","GC10M053802","1.07000589370728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH15"
"TMEM245","Transmembrane Protein 245","Protein Coding","Q9H330","41","GC09M109036","1.0696986913681","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM245"
"GRIA2","Glutamate Ionotropic Receptor AMPA Type Subunit 2","Protein Coding","P42262","60","GC04P157204","1.06871652603149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2"
"IFFO1","Intermediate Filament Family Orphan 1","Protein Coding","Q0D2I5","38","GC12M006538","1.06840586662292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFFO1"
"LINC02207","Long Intergenic Non-Protein Coding RNA 2207","RNA Gene","","13","GC15P150146","1.06824243068695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02207"
"TSPAN7","Tetraspanin 7","Protein Coding","P41732","51","GC0XP038561","1.06792831420898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN7"
"GPAT4","Glycerol-3-Phosphate Acyltransferase 4","Protein Coding","Q86UL3","45","GC08P041577","1.06746828556061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAT4"
"GRAMD2B","GRAM Domain Containing 2B","Protein Coding","Q96HH9","39","GC05P126361","1.06746828556061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRAMD2B"
"NEUROG2","Neurogenin 2","Protein Coding","Q9H2A3","47","GC04M112513","1.06537616252899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG2"
"SLCO4C1","Solute Carrier Organic Anion Transporter Family Member 4C1","Protein Coding","Q6ZQN7","42","GC05M102233","1.06486988067627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO4C1"
"MRGPRF","MAS Related GPR Family Member F","Protein Coding","Q96AM1","40","GC11M069004","1.06486988067627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRF"
"DCUN1D2","Defective In Cullin Neddylation 1 Domain Containing 2","Protein Coding","Q6PH85","39","GC13M113455","1.06486988067627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCUN1D2"
"NT5M","5',3'-Nucleotidase, Mitochondrial","Protein Coding","Q9NPB1","43","GC17P017303","1.0639009475708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5M"
"MIR378B","MicroRNA 378b","RNA Gene","","15","GC03P020244","1.0639009475708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR378B"
"CWF19L2","CWF19 Like Cell Cycle Control Factor 2","Protein Coding","Q2TBE0","37","GC11M107326","1.06271350383759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWF19L2"
"LIN37","Lin-37 DREAM MuvB Core Complex Component","Protein Coding","Q96GY3","36","GC19P102961","1.06185364723206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN37"
"HESX1","HESX Homeobox 1","Protein Coding","Q9UBX0","47","GC03M057207","1.0606917142868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HESX1"
"SGIP1","SH3GL Interacting Endocytic Adaptor 1","Protein Coding","Q9BQI5","42","GC01P066533","1.05954694747925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGIP1"
"DYNLL2","Dynein Light Chain LC8-Type 2","Protein Coding","Q96FJ2","44","GC17P058083","1.0586975812912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLL2"
"PLP2","Proteolipid Protein 2","Protein Coding","Q04941","44","GC0XP049171","1.0586975812912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLP2"
"TPRN","Taperin","Protein Coding","Q4KMQ1","42","GC09M137191","1.05867600440979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPRN"
"CRYBA4","Crystallin Beta A4","Protein Coding","P53673","49","GC22P064777","1.05829668045044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYBA4"
"AP4M1","Adaptor Related Protein Complex 4 Subunit Mu 1","Protein Coding","O00189","47","GC07P104864","1.05740022659302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4M1"
"PANK3","Pantothenate Kinase 3","Protein Coding","Q9H999","45","GC05M168549","1.05740022659302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK3"
"IGSF3","Immunoglobulin Superfamily Member 3","Protein Coding","O75054","48","GC01M116574","1.05498540401459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF3"
"MED31","Mediator Complex Subunit 31","Protein Coding","Q9Y3C7","42","GC17M006643","1.05380010604858","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED31"
"RASA3","RAS P21 Protein Activator 3","Protein Coding","Q14644","45","GC13M113977","1.0525381565094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASA3"
"CDC14C","Cell Division Cycle 14C","Protein Coding","A4D256","25","GC07P049339","1.05218052864075","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC14C"
"ZNF484","Zinc Finger Protein 484","Protein Coding","Q5JVG2","35","GC09M107200","1.05180263519287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF484"
"ABCA10","ATP Binding Cassette Subfamily A Member 10","Protein Coding","Q8WWZ4","41","GC17M069147","1.05171835422516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA10"
"SLC25A34","Solute Carrier Family 25 Member 34","Protein Coding","Q6PIV7","40","GC01P019554","1.05171835422516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A34"
"SNORA63","Small Nucleolar RNA, H/ACA Box 63","RNA Gene","","21","GC03P187512","1.05171835422516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA63"
"MISFA","Mitochondrial Sheath Formation Associated","Protein Coding","A0A0U1RRN3","16","GC11P019047","1.05171835422516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MISFA"
"LINC01237","Long Intergenic Non-Protein Coding RNA 1237","RNA Gene","","15","GC02P241881","1.05171835422516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01237"
"MIR4719","MicroRNA 4719","RNA Gene","","10","GC16P076868","1.05171835422516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4719"
"PRDM4","PR/SET Domain 4","Protein Coding","Q9UKN5","41","GC12M107732","1.05166006088257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM4"
"MTMR9","Myotubularin Related Protein 9","Protein Coding","Q96QG7","45","GC08P011284","1.05129313468933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR9"
"SNORD22","Small Nucleolar RNA, C/D Box 22","RNA Gene","","22","GC11M121085","1.05129313468933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD22"
"LINC02600","Long Intergenic Non-Protein Coding RNA 2600","RNA Gene","","17","GC04M003758","1.05015134811401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02600"
"ACBD5","Acyl-CoA Binding Domain Containing 5","Protein Coding","Q5T8D3","49","GC10M027182","1.05010521411896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD5"
"GJB3","Gap Junction Protein Beta 3","Protein Coding","O75712","51","GC01P034781","1.04941236972809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB3"
"MGAT1","Alpha-1,3-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase","Protein Coding","P26572","51","GC05M182506","1.04891872406006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT1"
"MIR3912","MicroRNA 3912","RNA Gene","","17","GC05M171386","1.04762232303619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3912"
"GGT7","Gamma-Glutamyltransferase 7","Protein Coding","Q9UJ14","47","GC20M034844","1.0459691286087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT7"
"LOC108491836","NR5A1 5' Promoter Region","Functional Element","","2","GC09P124503","1.04547107219696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108491836"
"JADE2","Jade Family PHD Finger 2","Protein Coding","Q9NQC1","38","GC05P134550","1.0445704460144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JADE2"
"CSAD","Cysteine Sulfinic Acid Decarboxylase","Protein Coding","Q9Y600","45","GC12M053160","1.04451012611389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSAD"
"ZNF131","Zinc Finger Protein 131","Protein Coding","P52739","42","GC05P045505","1.04448533058167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF131"
"PGS1","Phosphatidylglycerophosphate Synthase 1","Protein Coding","Q32NB8","42","GC17P078378","1.04314064979553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGS1"
"ZNF503","Zinc Finger Protein 503","Protein Coding","Q96F45","41","GC10M075280","1.04314064979553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF503"
"COG7","Component Of Oligomeric Golgi Complex 7","Protein Coding","P83436","47","GC16M023388","1.04274797439575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG7"
"LRRC8D","Leucine Rich Repeat Containing 8 VRAC Subunit D","Protein Coding","Q7L1W4","45","GC01P089821","1.04228723049164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC8D"
"LINC02044","Long Intergenic Non-Protein Coding RNA 2044","RNA Gene","","15","GC03M113176","1.04183387756348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02044"
"GPR37","G Protein-Coupled Receptor 37","Protein Coding","O15354","51","GC07M124745","1.04046630859375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR37"
"LURAP1L","Leucine Rich Adaptor Protein 1 Like","Protein Coding","Q8IV03","38","GC09P012775","1.03758859634399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LURAP1L"
"GLMP","Glycosylated Lysosomal Membrane Protein","Protein Coding","Q8WWB7","36","GC01M156290","1.03758859634399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLMP"
"NDUFB11","NADH:Ubiquinone Oxidoreductase Subunit B11","Protein Coding","Q9NX14","49","GC0XM047142","1.03619134426117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB11"
"NREP","Neuronal Regeneration Related Protein","Protein Coding","Q16612","40","GC05M111662","1.03588128089905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NREP"
"MIR181A1HG","MIR181A1 Host Gene","RNA Gene","","20","GC01M198780","1.03511643409729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1HG"
"WDR41","WD Repeat Domain 41","Protein Coding","Q9HAD4","43","GC05M077425","1.03477072715759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR41"
"TRIR","Telomerase RNA Component Interacting RNase","Protein Coding","Q9BQ61","38","GC19M019592","1.03477072715759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIR"
"ZBTB24","Zinc Finger And BTB Domain Containing 24","Protein Coding","O43167","45","GC06M109476","1.03474068641663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB24"
"P2RX4","Purinergic Receptor P2X 4","Protein Coding","Q99571","51","GC12P131055","1.03313946723938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX4"
"SCFD2","Sec1 Family Domain Containing 2","Protein Coding","Q8WU76","40","GC04M052872","1.03282296657562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCFD2"
"EID3","EP300 Interacting Inhibitor Of Differentiation 3","Protein Coding","Q8N140","40","GC12P104303","1.03213763237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EID3"
"TCP11","T-Complex 11","Protein Coding","Q8WWU5","43","GC06M090874","1.03087377548218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP11"
"KCND2","Potassium Voltage-Gated Channel Subfamily D Member 2","Protein Coding","Q9NZV8","52","GC07P120273","1.03066730499268","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND2"
"EBF2","EBF Transcription Factor 2","Protein Coding","Q9HAK2","44","GC08M025841","1.03005361557007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBF2"
"ANIB1","Aneurysm, Intracranial Berry 1","Genetic Locus","","6","GC07U901527","1.03003573417664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANIB1"
"MIR3923","MicroRNA 3923","RNA Gene","","11","GC03P079559","1.0285792350769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3923"
"TRU-TCA1-1","TRNA-SeC (Anticodon TCA) 1-1","RNA Gene","","14","GC19M045478","1.02702522277832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRU-TCA1-1"
"LOC109461477","Dystrophia Myotonica Protein Kinase Repeat Instability Region","Functional Element","","8","GC19P045770","1.02691519260406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109461477"
"COL6A5","Collagen Type VI Alpha 5 Chain","Protein Coding","A8TX70","42","GC03P130345","1.02687048912048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A5"
"ANKRD13D","Ankyrin Repeat Domain 13D","Protein Coding","Q6ZTN6","38","GC11P084695","1.02687048912048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD13D"
"ZSCAN4","Zinc Finger And SCAN Domain Containing 4","Protein Coding","Q8NAM6","41","GC19P057651","1.02592492103577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN4"
